game_id,event_id,offensive_team_id
0021500001,2,1610612765
0021500001,4,1610612737
0021500001,5,1610612765
0021500001,6,1610612737
0021500001,7,1610612765
0021500001,8,1610612737
0021500001,10,1610612765
0021500001,13,1610612737
0021500001,14,1610612765
0021500001,20,1610612737
0021500001,22,1610612765
0021500001,23,1610612737
0021500001,25,1610612765
0021500001,28,1610612737
0021500001,30,1610612765
0021500001,32,1610612737
0021500001,33,1610612765
0021500001,34,1610612737
0021500001,36,1610612765
0021500001,42,1610612737
0021500001,43,1610612765
0021500001,46,1610612737
0021500001,47,1610612765
0021500001,48,1610612737
0021500001,55,1610612765
0021500001,56,1610612737
0021500001,58,1610612765
0021500001,60,1610612737
0021500001,62,1610612737
0021500001,63,1610612765
0021500001,67,1610612737
0021500001,69,1610612765
0021500001,71,1610612737
0021500001,74,1610612737
0021500001,75,1610612737
0021500001,77,1610612765
0021500001,81,1610612737
0021500001,82,1610612765
0021500001,84,1610612737
0021500001,86,1610612765
0021500001,87,1610612737
0021500001,90,1610612765
0021500001,92,1610612737
0021500001,94,1610612737
0021500001,96,1610612737
0021500001,99,1610612765
0021500001,105,1610612737
0021500001,106,1610612765
0021500001,108,1610612737
0021500001,109,1610612765
0021500001,110,1610612737
0021500001,111,1610612765
0021500001,122,1610612737
0021500001,124,1610612765
0021500001,126,1610612737
0021500001,127,1610612765
0021500001,129,1610612737
0021500001,131,1610612765
0021500001,132,1610612737
0021500001,137,1610612765
0021500001,138,1610612737
0021500001,140,1610612765
0021500001,141,1610612765
0021500001,143,1610612737
0021500001,144,1610612737
0021500001,145,1610612765
0021500001,147,1610612737
0021500001,150,1610612765
0021500001,152,1610612737
0021500001,154,1610612765
0021500001,156,1610612737
0021500001,163,1610612765
0021500001,167,1610612765
0021500001,169,1610612765
0021500001,171,1610612737
0021500001,172,1610612765
0021500001,174,1610612737
0021500001,175,1610612765
0021500001,177,1610612737
0021500001,179,1610612765
0021500001,181,1610612737
0021500001,191,1610612737
0021500001,194,1610612737
0021500001,195,1610612765
0021500001,197,1610612765
0021500001,199,1610612737
0021500001,201,1610612737
0021500001,205,1610612765
0021500001,207,1610612737
0021500001,209,1610612765
0021500001,212,1610612737
0021500001,214,1610612765
0021500001,215,1610612737
0021500001,216,1610612765
0021500001,224,1610612737
0021500001,225,1610612765
0021500001,227,1610612765
0021500001,228,1610612737
0021500001,229,1610612765
0021500001,230,1610612737
0021500001,232,1610612765
0021500001,233,1610612737
0021500001,235,1610612765
0021500001,241,1610612737
0021500001,243,1610612765
0021500001,244,1610612737
0021500001,246,1610612765
0021500001,247,1610612765
0021500001,250,1610612737
0021500001,252,1610612765
0021500001,255,1610612765
0021500001,257,1610612737
0021500001,259,1610612765
0021500001,260,1610612737
0021500001,262,1610612765
0021500001,265,1610612737
0021500001,267,1610612765
0021500001,268,1610612737
0021500001,269,1610612765
0021500001,277,1610612737
0021500001,281,1610612765
0021500001,282,1610612737
0021500001,283,1610612765
0021500001,286,1610612737
0021500001,288,1610612765
0021500001,290,1610612737
0021500001,293,1610612765
0021500001,294,1610612737
0021500001,295,1610612765
0021500001,297,1610612737
0021500001,301,1610612765
0021500001,302,1610612737
0021500001,304,1610612765
0021500001,305,1610612737
0021500001,311,1610612765
0021500001,317,1610612737
0021500001,319,1610612765
0021500001,321,1610612737
0021500001,323,1610612765
0021500001,324,1610612737
0021500001,325,1610612765
0021500001,333,1610612737
0021500001,335,1610612765
0021500001,341,1610612737
0021500001,342,1610612765
0021500001,343,1610612737
0021500001,345,1610612765
0021500001,350,1610612737
0021500001,352,1610612765
0021500001,355,1610612737
0021500001,364,1610612765
0021500001,365,1610612737
0021500001,366,1610612765
0021500001,367,1610612737
0021500001,372,1610612765
0021500001,373,1610612737
0021500001,375,1610612765
0021500001,377,1610612737
0021500001,378,1610612737
0021500001,379,1610612737
0021500001,385,1610612765
0021500001,387,1610612737
0021500001,388,1610612765
0021500001,389,1610612737
0021500001,390,1610612765
0021500001,392,1610612737
0021500001,394,1610612765
0021500001,395,1610612737
0021500001,398,1610612765
0021500001,403,1610612737
0021500001,405,1610612765
0021500001,407,1610612737
0021500001,412,1610612765
0021500001,414,1610612765
0021500001,417,1610612737
0021500001,422,1610612765
0021500001,424,1610612737
0021500001,426,1610612765
0021500001,428,1610612737
0021500001,429,1610612765
0021500001,435,1610612737
0021500001,437,1610612765
0021500001,438,1610612765
0021500001,440,1610612765
0021500001,442,1610612765
0021500001,444,1610612737
0021500001,453,1610612765
0021500001,455,1610612737
0021500001,456,1610612765
0021500001,458,1610612765
0021500001,461,1610612765
0021500001,463,1610612765
0021500001,465,1610612737
0021500001,470,1610612765
0021500001,471,1610612737
0021500001,476,1610612765
0021500001,477,1610612737
0021500001,478,1610612765
0021500001,479,1610612765
0021500001,482,1610612737
0021500001,487,1610612765
0021500001,489,1610612765
0021500001,491,1610612765
0021500001,493,1610612765
0021500001,495,1610612765
0021500001,496,1610612765
0021500001,501,1610612737
0021500001,507,1610612737
0021500001,515,1610612737
0021500001,523,1610612737
0021500002,2,1610612741
0021500002,4,1610612739
0021500002,5,1610612741
0021500002,7,1610612739
0021500002,8,1610612741
0021500002,11,1610612739
0021500002,12,1610612741
0021500002,13,1610612741
0021500002,14,1610612741
0021500002,16,1610612739
0021500002,18,1610612741
0021500002,19,1610612739
0021500002,20,1610612739
0021500002,22,1610612741
0021500002,25,1610612741
0021500002,27,1610612739
0021500002,29,1610612739
0021500002,33,1610612741
0021500002,35,1610612739
0021500002,38,1610612741
0021500002,40,1610612739
0021500002,41,1610612741
0021500002,43,1610612739
0021500002,49,1610612739
0021500002,51,1610612741
0021500002,52,1610612739
0021500002,53,1610612741
0021500002,54,1610612739
0021500002,63,1610612739
0021500002,67,1610612739
0021500002,69,1610612741
0021500002,73,1610612739
0021500002,76,1610612739
0021500002,78,1610612739
0021500002,84,1610612741
0021500002,86,1610612739
0021500002,88,1610612741
0021500002,90,1610612741
0021500002,94,1610612741
0021500002,101,1610612739
0021500002,102,1610612741
0021500002,108,1610612741
0021500002,109,1610612741
0021500002,115,1610612739
0021500002,123,1610612739
0021500002,125,1610612741
0021500002,131,1610612739
0021500002,132,1610612741
0021500002,135,1610612739
0021500002,136,1610612741
0021500002,137,1610612739
0021500002,141,1610612741
0021500002,143,1610612741
0021500002,149,1610612739
0021500002,151,1610612741
0021500002,152,1610612739
0021500002,155,1610612741
0021500002,156,1610612739
0021500002,157,1610612741
0021500002,166,1610612741
0021500002,168,1610612739
0021500002,171,1610612741
0021500002,178,1610612739
0021500002,180,1610612741
0021500002,182,1610612739
0021500002,184,1610612739
0021500002,186,1610612741
0021500002,188,1610612739
0021500002,198,1610612741
0021500002,201,1610612741
0021500002,204,1610612741
0021500002,205,1610612739
0021500002,206,1610612741
0021500002,207,1610612741
0021500002,210,1610612739
0021500002,218,1610612739
0021500002,219,1610612741
0021500002,221,1610612739
0021500002,223,1610612741
0021500002,230,1610612739
0021500002,232,1610612739
0021500002,233,1610612741
0021500002,234,1610612739
0021500002,236,1610612741
0021500002,246,1610612741
